1.2,1.191337163,1.182760955,1.174270509,1.165864968,1.157543481
1.191337163,1.182760955,1.174270509,1.165864968,1.157543481,1.14930521
1.182760955,1.174270509,1.165864968,1.157543481,1.14930521,1.141149321
1.174270509,1.165864968,1.157543481,1.14930521,1.141149321,1.133074992
1.165864968,1.157543481,1.14930521,1.141149321,1.133074992,1.125081405
1.157543481,1.14930521,1.141149321,1.133074992,1.125081405,1.117167755
1.14930521,1.141149321,1.133074992,1.125081405,1.117167755,1.10933324
1.141149321,1.133074992,1.125081405,1.117167755,1.10933324,1.101577072
1.133074992,1.125081405,1.117167755,1.10933324,1.101577072,1.093898464
1.125081405,1.117167755,1.10933324,1.101577072,1.093898464,1.086296643
1.117167755,1.10933324,1.101577072,1.093898464,1.086296643,1.07877084
1.10933324,1.101577072,1.093898464,1.086296643,1.07877084,1.071320295
1.101577072,1.093898464,1.086296643,1.07877084,1.071320295,1.063944256
1.093898464,1.086296643,1.07877084,1.071320295,1.063944256,1.056641977
1.086296643,1.07877084,1.071320295,1.063944256,1.056641977,1.04941272
1.07877084,1.071320295,1.063944256,1.056641977,1.04941272,1.042255757
1.071320295,1.063944256,1.056641977,1.04941272,1.042255757,1.035170362
1.063944256,1.056641977,1.04941272,1.042255757,1.035170362,1.028155822
1.056641977,1.04941272,1.042255757,1.035170362,1.028155822,1.021211427
1.04941272,1.042255757,1.035170362,1.028155822,1.021211427,1.014336477
1.042255757,1.035170362,1.028155822,1.021211427,1.014336477,1.007530275
1.035170362,1.028155822,1.021211427,1.014336477,1.007530275,1.000792136
1.028155822,1.021211427,1.014336477,1.007530275,1.000792136,0.994121378
1.021211427,1.014336477,1.007530275,1.000792136,0.994121378,0.987517328
1.014336477,1.007530275,1.000792136,0.994121378,0.987517328,0.980979318
1.007530275,1.000792136,0.994121378,0.987517328,0.980979318,0.974506688
1.000792136,0.994121378,0.987517328,0.980979318,0.974506688,0.968098785
0.994121378,0.987517328,0.980979318,0.974506688,0.968098785,0.961754961
0.987517328,0.980979318,0.974506688,0.968098785,0.961754961,0.955474574
0.980979318,0.974506688,0.968098785,0.961754961,0.955474574,0.949256992
0.974506688,0.968098785,0.961754961,0.955474574,0.949256992,0.943101586
0.968098785,0.961754961,0.955474574,0.949256992,0.943101586,0.937007733
0.961754961,0.955474574,0.949256992,0.943101586,0.937007733,0.930974819
0.955474574,0.949256992,0.943101586,0.937007733,0.930974819,0.925002235
0.949256992,0.943101586,0.937007733,0.930974819,0.925002235,0.919089376
0.943101586,0.937007733,0.930974819,0.925002235,0.919089376,0.913235645
0.937007733,0.930974819,0.925002235,0.919089376,0.913235645,0.907440452
0.930974819,0.925002235,0.919089376,0.913235645,0.907440452,0.901703211
0.925002235,0.919089376,0.913235645,0.907440452,0.901703211,0.896023343
0.919089376,0.913235645,0.907440452,0.901703211,0.896023343,0.890400273
0.913235645,0.907440452,0.901703211,0.896023343,0.890400273,0.884833433
0.907440452,0.901703211,0.896023343,0.890400273,0.884833433,0.879322263
0.901703211,0.896023343,0.890400273,0.884833433,0.879322263,0.873866203
0.896023343,0.890400273,0.884833433,0.879322263,0.873866203,0.868464705
0.890400273,0.884833433,0.879322263,0.873866203,0.868464705,0.863117221
0.884833433,0.879322263,0.873866203,0.868464705,0.863117221,0.857823213
0.879322263,0.873866203,0.868464705,0.863117221,0.857823213,0.852582144
0.873866203,0.868464705,0.863117221,0.857823213,0.852582144,0.847393486
0.868464705,0.863117221,0.857823213,0.852582144,0.847393486,0.842256714
0.863117221,0.857823213,0.852582144,0.847393486,0.842256714,0.837171311
0.857823213,0.852582144,0.847393486,0.842256714,0.837171311,0.832136761
0.852582144,0.847393486,0.842256714,0.837171311,0.832136761,0.827152557
0.847393486,0.842256714,0.837171311,0.832136761,0.827152557,0.822218195
0.842256714,0.837171311,0.832136761,0.827152557,0.822218195,0.817333176
0.837171311,0.832136761,0.827152557,0.822218195,0.817333176,0.812497008
0.832136761,0.827152557,0.822218195,0.817333176,0.812497008,0.807709201
0.827152557,0.822218195,0.817333176,0.812497008,0.807709201,0.802969273
0.822218195,0.817333176,0.812497008,0.807709201,0.802969273,0.798276744
0.817333176,0.812497008,0.807709201,0.802969273,0.798276744,0.79363114
0.812497008,0.807709201,0.802969273,0.798276744,0.79363114,0.789031992
0.807709201,0.802969273,0.798276744,0.79363114,0.789031992,0.784478835
0.802969273,0.798276744,0.79363114,0.789031992,0.784478835,0.77997121
0.798276744,0.79363114,0.789031992,0.784478835,0.77997121,0.775508662
0.79363114,0.789031992,0.784478835,0.77997121,0.775508662,0.771090739
0.789031992,0.784478835,0.77997121,0.775508662,0.771090739,0.766716995
0.784478835,0.77997121,0.775508662,0.771090739,0.766716995,0.762386988
0.77997121,0.775508662,0.771090739,0.766716995,0.762386988,0.758100282
0.775508662,0.771090739,0.766716995,0.762386988,0.758100282,0.753856442
0.771090739,0.766716995,0.762386988,0.758100282,0.753856442,0.749655041
0.766716995,0.762386988,0.758100282,0.753856442,0.749655041,0.745495654
0.762386988,0.758100282,0.753856442,0.749655041,0.745495654,0.741377861
0.758100282,0.753856442,0.749655041,0.745495654,0.741377861,0.737301246
0.753856442,0.749655041,0.745495654,0.741377861,0.737301246,0.733265397
0.749655041,0.745495654,0.741377861,0.737301246,0.733265397,0.729269907
0.745495654,0.741377861,0.737301246,0.733265397,0.729269907,0.725314371
0.741377861,0.737301246,0.733265397,0.729269907,0.725314371,0.721398391
0.737301246,0.733265397,0.729269907,0.725314371,0.721398391,0.71752157
0.733265397,0.729269907,0.725314371,0.721398391,0.71752157,0.713683518
0.729269907,0.725314371,0.721398391,0.71752157,0.713683518,0.709883846
0.725314371,0.721398391,0.71752157,0.713683518,0.709883846,0.706122171
0.721398391,0.71752157,0.713683518,0.709883846,0.706122171,0.702398113
0.71752157,0.713683518,0.709883846,0.706122171,0.702398113,0.698711296
0.713683518,0.709883846,0.706122171,0.702398113,0.698711296,0.695061346
0.709883846,0.706122171,0.702398113,0.698711296,0.695061346,0.691447896
0.706122171,0.702398113,0.698711296,0.695061346,0.691447896,0.687870581
0.702398113,0.698711296,0.695061346,0.691447896,0.687870581,0.684329038
0.698711296,0.695061346,0.691447896,0.687870581,0.684329038,0.680822911
0.695061346,0.691447896,0.687870581,0.684329038,0.680822911,0.677351846
